Region,State,City,Main Tourist Attraction,Time needed to visit (hours),Google Review Rating,Entrance Fee (INR),Type of Attractions,DSLR Allowed,Best Time to visit,Best Time (Months),Nearest Airport,Number of Google Reviews,Dish Name,Veg or Non Veg,Type of Dish,Course
South,Telangana,Hyderabad,Qutb Shahi Tombs,1.0,4.4,25.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),20000,Lukhmi,Non Veg,Minced Meat Pastry,Snack
South,Telangana,Hyderabad,Lumbini Park,1.0,4.1,20.0,Recreational,Yes,Evening,Nov–Feb,Rajiv Gandhi International Airport (HYD),73000,Qubani ka Meetha,Veg,Apricot Dessert,Dessert
South,Telangana,Hyderabad,Chowmahalla Palace,1.5,4.4,80.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),45000,Mirchi ka Salan,Veg,Chilli Curry,Side
South,Telangana,Hyderabad,Birla Mandir,1.0,4.7,0.0,Religious,No,All,Nov–Feb,Rajiv Gandhi International Airport (HYD),41000,Bagara Baingan,Veg,Eggplant Curry,Main Course
North Eastern,Tripura,Dumboor,Dumboor Lake,1.0,4.5,0.0,Nature,Yes,Morning,Oct–Mar,Maharaja Bir Bikram Airport (IXA),1000,Mui Borok (Fermented Fish) — Special #1,Non Veg,Traditional,Main Course
North Eastern,Tripura,Agartala,Ujjayanta Palace,1.5,4.5,10.0,Historical,Yes,All,Oct–Mar,Maharaja Bir Bikram Airport (IXA),3500,Mui Borok (Fermented Fish),Non Veg,Traditional,Main Course
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,1.5,4.5,20.0,Historical,Yes,Morning,Oct–Mar,Maharaja Bir Bikram Airport (IXA),2500,Mui Borok (Fermented Fish) — Special #2,Non Veg,Traditional,Main Course
Central,Uttar Pradesh,Agra,Taj Mahal,2.0,4.6,50.0,Historical,Yes,Morning,Oct–Mar,Agra Airport (AGR),225000,Awadhi Biryani,Non Veg,Rice & Meat,Main Course
Central,Uttar Pradesh,Meerut,Augarnath Temple,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),4500,Ras Malai,Veg,Sweet,Dessert
Central,Uttar Pradesh,Noida,DLF Mall of India,2.0,4.6,0.0,Shopping,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),150000,Imarti,Veg,Sweet,Dessert
Central,Uttar Pradesh,Aligarh,Aligarh Fort,1.0,4.1,20.0,Historical,Yes,Afternoon,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),1650,Laal Peda,Veg,Sweet,Dessert
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,1.5,4.3,30.0,Wildlife,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),3500,Kulfi Falooda,Veg,Dessert,Dessert
Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,2.0,4.4,40.0,Historical,Yes,Afternoon,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),7000,Basket Chaat,Veg,Street Snack,Snack
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,1.0,4.6,5.0,Historical,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),6500,Sheermal,Veg,Saffron Bread,Side
Central,Uttar Pradesh,Jhansi,Jhansi Fort,1.5,4.4,15.0,Historical,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),25000,Khasta Kachori,Veg,Snack,Snack
Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),37000,Kheer,Veg,Sweet,Dessert
Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,1.0,4.8,0.0,Religious,No,All,Oct–Mar,Maharishi Valmiki International Airport (AYJ),2500,Kebabs (Kakori/Seekh),Non Veg,Grilled Meat,Snack
Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,1.0,4.7,0.0,Religious,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),13000,Peda (Mathura),Veg,Sweet,Dessert
Central,Uttar Pradesh,Lucknow,Bara Imambara,1.5,4.4,50.0,Historical,No,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),45000,Galouti Kebab,Non Veg,Meat Stew,Main Course
Central,Uttar Pradesh,Vrindavan,Prem Mandir,1.5,4.8,0.0,Religious,Yes,Evening,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),49000,Banarasi Paan,Veg,Digestive,After Meal
Central,Uttar Pradesh,Allahabad,Triveni Sangam,1.0,4.5,0.0,Religious,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),9000,Bedhai Jalebi (Agra),Veg,Breakfast + Sweet,Breakfast
Central,Uttar Pradesh,Mathura,Nand Gaon,1.0,4.1,0.0,Cultural,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),1000,Ghevar,Veg,Sweet,Dessert
Central,Uttar Pradesh,Mathura,Barsana Mandir,1.0,4.8,0.0,Religious,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),10000,Malpua,Veg,Sweet,Dessert
North,Uttar Pradesh,Varanasi,Ghats of Varanasi (Dashashwamedh Ghat),2-3,4.6,0.0,Spiritual,Yes,Evening,Oct–Mar,Lal Bahadur Shastri International Airport (VNS),67000,Puri Sabzi (Banaras),Veg,Breakfast,Breakfast
Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,1.0,4.7,0.0,Religious,No,All,Oct–Mar,Lal Bahadur Shastri International Airport (VNS),90000,Bedhai (Bedmi) with Aloo,Veg,Breakfast Combo,Breakfast
Central,Uttar Pradesh,Agra,Agra Fort,2.0,4.5,40.0,Historical,Yes,Afternoon,Oct–Mar,Agra Airport (AGR),130000,Tunday Kababi Galouti,Non Veg,Minced Kebab,Snack
Central,Uttar Pradesh,Lucknow,Phoenix Palassio,2.0,4.6,0.0,Shopping,Yes,All,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),35000,Kulcha Nihari (Lucknow),Non Veg,Bread + Stew,Main Course
Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,2.0,4.6,1500.0,Sports,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),740000,Kulhad Chai,Veg,Tea,Drink
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,2.0,4.2,150.0,Wildlife,Yes,All,Oct–Mar,Kanpur Airport (KNU),21000,Batti Chokha (Eastern UP),Veg,Rustic Meal,Main Course
Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,2.0,4.2,0.0,Shopping,Yes,All,Oct–Mar,Indira Gandhi International Airport (DEL),45000,Baati (Varieties),Veg,Bread,Main Course
Central,Uttar Pradesh,Porbandar,Kirti Mandir,1.0,4.8,0.0,Historical,Yes,Morning,Oct–Mar,Chaudhary Charan Singh International Airport (LKO),3000,Malaiyo (Winter Varanasi),Veg,Foamy Dessert,Dessert
North,Uttarakhand,Haridwar,Har Ki Pauri,1.0,4.5,0.0,Religious,Yes,All,Oct–Mar,Dehradun Jolly Grant Airport (DED),2500,Aloo Ke Gutke,Veg,Spiced Potato,Snack
North,Uttarakhand,Dehradun,Robber's Cave,1.5,4.5,25.0,Nature,Yes,Morning,Oct–Mar,Dehradun Jolly Grant Airport (DED),1000,Gahat (Kulath) Soup,Veg,Soup,Starter
North,Uttarakhand,Mussoorie,Kempty Falls,1.5,4.2,15.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),55000,Chainsoo,Veg,Black Gram Curry,Main Course
North,Uttarakhand,Auli,Auli Ski Resort,3.0,4.5,0.0,Adventure,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),1000,Phaanu,Veg,Mixed Lentil Curry,Main Course
North,Uttarakhand,Badrinath,Badrinath Temple,1.0,4.8,0.0,Religious,No,All,"May–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),28999,Singori,Veg,Sweet,Dessert
North,Uttarakhand,Almora,Binsar Wildlife Sanctuary,2.0,4.3,150.0,Wildlife,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),1000,Arsa,Veg,Sweet,Dessert
North,Uttarakhand,Joshimath,Valley of Flowers,5.0,4.7,150.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),3500,Ras (Kumaoni),Veg,Lentil Soup,Starter
North,Uttarakhand,Jim Corbett,Jim Corbett National Park,3.0,4.4,100.0,Wildlife,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),30000,Bhang ki Chutney,Veg,Chutney,Side
North,Uttarakhand,Uttarkashi,Gangotri Temple,1.0,4.8,0.0,Religious,No,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),5000,Garhwal Ka Fannah,Veg,Lentil Dish,Main Course
North,Uttarakhand,Chopta,Tungnath Temple,2.0,4.8,0.0,Religious,No,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),9000,Bal Mithai,Veg,Sweet,Dessert
North,Uttarakhand,Rishikesh,Laxman Jhula,1.0,4.4,0.0,Cultural,Yes,Morning,Oct–Mar,Dehradun Jolly Grant Airport (DED),3000,Bhatt ki Churdkani,Veg,Black Soybean Curry,Main Course
North,Uttarakhand,Kedarnath,Kedarnath,1.5,4.8,0.0,Religious,No,All,"May–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),200000,Urad Ke Pakode,Veg,Fritter,Snack
North,Uttarakhand,Ranikhet,Chaubatia Gardens,1.0,4.0,50.0,Recreational,Yes,All,"Mar–Jun, Sep–Oct",Dehradun Jolly Grant Airport (DED),2500,Jhangora ki Kheer,Veg,Millet Pudding,Dessert
North,Uttarakhand,Nainital,Naini Lake,1.5,4.2,0.0,Nature,Yes,Morning,"Mar–Jun, Sep–Oct",Pantnagar Airport (PGH),1000,Kafuli,Veg,Spinach Curry,Main Course
East,West Bengal,Kolkata,Kalighat Kali Temple,1.0,4.4,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),50000,Bhetki Paturi,Non Veg,Fish in Banana Leaf,Main Course
East,West Bengal,Kolkata,Howrah Bridge,0.5,4.6,0.0,Architectural,No,Anytime,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),120000,Shorshe Ilish,Non Veg,Hilsa in Mustard,Main Course
East,West Bengal,Darjeeling,Tiger Hill,1.0,4.5,0.0,Nature,Yes,All,Oct–Mar,Bagdogra Airport (IXB),2500,Rosogolla,Veg,Sweet,Dessert
East,West Bengal,Sundarbans,Sundarbans National Park,4.0,4.4,60.0,Wildlife,Yes,All,Nov–Feb,Netaji Subhas Chandra Bose International Airport (CCU),6500,Patishapta,Veg,Crepe Sweet,Dessert
East,West Bengal,Digha,Digha Beach,1.5,4.5,0.0,Recreational,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),9000,Beguni,Veg,Brinjal Fritter,Snack
East,West Bengal,Murshidabad,Hazarduari Palace,1.5,4.5,10.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),18000,Mochar Ghonto,Veg,Banana Blossom Curry,Main Course
East,West Bengal,Bolpur,Kankalitala Temple,0.5,4.7,0.0,Religious,No,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),4500,Bok Phool Bhaja,Veg,Fried Flowers,Snack
East,West Bengal,Hooghly,Hangseswari Temple,0.5,4.6,0.0,Architectural,No,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),7000,Mishti Pulao,Veg,Sweet Rice,Main Course
East,West Bengal,Jalpaiguri,Gorumara National Park,3.0,4.4,100.0,Wildlife,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),7000,Dab Chingri,Non Veg,Prawn in Coconut,Main Course
East,West Bengal,Kolkata,Victoria Memorial,1.5,4.6,30.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),73000,Kosha Mangsho,Non Veg,Mutton Curry,Main Course
East,West Bengal,Cooch Behar,Cooch Behar Palace,1.0,4.5,20.0,Historical,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),9000,Mutton Kasha,Non Veg,Mutton Curry,Main Course
East,West Bengal,Kolkata,Marble Palace,1.0,4.4,0.0,Historical,Yes,Afternoon,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),10000,Bengali Mishti Doi,Veg,Curd Dessert,Dessert
East,West Bengal,Kolkata,Belur Math,1.5,4.7,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),47000,Aloo Posto,Veg,Poppy Potato,Main Course
East,West Bengal,Kolkata,Science City Kolkata,3.0,4.4,60.0,Educational,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),88000,Macher Jhol,Non Veg,Fish Curry,Main Course
East,West Bengal,Kolkata,Alipore Zoological Gardens,2.0,4.3,25.0,Wildlife,Yes,Afternoon,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),66000,Ghugni,Veg,Yellow Pea Curry,Snack
East,West Bengal,Kolkata,Eden Gardens,3.0,4.1,2500.0,Sports,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),10000,Kathi Roll,Non Veg,Street Roll,Snack
East,West Bengal,Kolkata,Dakshineswar Kali Temple,1.0,4.7,0.0,Religious,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),82000,Alur Dom Luchi,Veg,Potato + Fried Bread,Main Course
East,West Bengal,Kolkata,Indian Museum,2.0,4.6,50.0,Historical,Yes,Morning,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),18000,Chingri Malai Curry,Non Veg,Prawn Coconut Curry,Main Course
East,West Bengal,Purulia,Ayodhya Hills,2.5,4.5,0.0,Nature,Yes,All,Oct–Mar,Netaji Subhas Chandra Bose International Airport (CCU),15000,Pabda Shorshe,Non Veg,Fish Mustard Curry,Main Course
East,West Bengal,Siliguri,Jaldapara National Park,3.0,4.4,250.0,Wildlife,Yes,All,Oct–Mar,Bagdogra Airport (IXB),3500,Sandesh,Veg,Sweet,Dessert
